gouvernorat,date,cas,retablis,deces
Ariana,2020-03-02,0.0,0.0,0.0
Ariana,2020-03-03,0.0,0.0,0.0
Ariana,2020-03-04,0.0,0.0,0.0
Ariana,2020-03-05,0.0,0.0,0.0
Ariana,2020-03-06,0.0,0.0,0.0
Ariana,2020-03-07,0.0,0.0,0.0
Ariana,2020-03-08,0.0,0.0,0.0
Ariana,2020-03-09,0.0,0.0,0.0
Ariana,2020-03-10,0.0,0.0,0.0
Ariana,2020-03-11,1.0,0.0,0.0
Ariana,2020-03-12,3.0,0.0,0.0
Ariana,2020-03-13,4.0,0.0,0.0
Ariana,2020-03-14,5.0,0.0,0.0
Ariana,2020-03-15,5.0,0.0,0.0
Ariana,2020-03-16,5.0,0.0,0.0
Ariana,2020-03-17,6.0,0.0,0.0
Ariana,2020-03-18,8.0,0.0,0.0
Ariana,2020-03-19,12.0,0.0,0.0
Ariana,2020-03-20,13.0,0.0,0.0
Ariana,2020-03-21,15.0,0.0,0.0
Ariana,2020-03-22,16.0,0.0,0.0
Ariana,2020-03-23,22.0,0.0,1.0
Ariana,2020-03-24,31.0,0.0,1.0
Ariana,2020-03-25,33.0,0.0,1.0
Ariana,2020-03-26,34.0,0.0,1.0
Ariana,2020-03-27,35.0,0.0,1.0
Ariana,2020-03-28,44.0,0.0,1.0
Ariana,2020-03-29,50.0,0.0,2.0
Ariana,2020-03-30,56.0,0.0,2.0
Ariana,2020-03-31,57.0,2.0,2.0
Ariana,2020-04-01,60.0,2.0,2.0
Ariana,2020-04-02,67.0,2.0,3.0
Ariana,2020-04-03,69.0,2.0,3.0
Ariana,2020-04-04,72.0,2.0,3.0
Ariana,2020-04-05,77.0,2.0,3.0
Ariana,2020-04-06,76.0,2.0,3.0
Ariana,2020-04-07,76.0,2.0,3.0
Ariana,2020-04-08,78.0,2.0,4.0
Ariana,2020-04-09,81.0,2.0,4.0
Ariana,2020-04-10,82.0,2.0,4.0
Ariana,2020-04-11,83.0,2.0,4.0
Ariana,2020-04-12,83.0,2.0,4.0
Ariana,2020-04-13,84.0,2.0,4.0
Ariana,2020-04-14,83.0,2.0,5.0
Ariana,2020-04-15,89.0,2.0,5.0
Ariana,2020-04-16,89.0,2.0,5.0
Ariana,2020-04-17,89.0,2.0,5.0
Ariana,2020-04-18,89.0,2.0,5.0
Ariana,2020-04-19,89.0,2.0,5.0
Ariana,2020-04-20,93.0,2.0,5.0
Ariana,2020-04-21,93.0,2.0,5.0
Ariana,2020-04-22,94.0,2.0,5.0
Ariana,2020-04-23,94.0,2.0,5.0
Ariana,2020-04-24,94.0,2.0,5.0
Ariana,2020-04-25,95.0,2.0,5.0
Ariana,2020-04-26,95.0,2.0,5.0
Ariana,2020-04-27,96.0,2.0,5.0
Ariana,2020-04-28,97.0,2.0,5.0
Ariana,2020-04-29,97.0,2.0,5.0
Ariana,2020-04-30,98.0,2.0,5.0
Ariana,2020-05-01,98.0,2.0,5.0
Ariana,2020-05-02,98.0,2.0,5.0
Ariana,2020-05-03,99.0,37.0,5.0
Ariana,2020-05-04,99.0,58.0,5.0
Ariana,2020-05-05,99.0,74.0,5.0
Ariana,2020-05-06,99.0,74.0,5.0
Ariana,2020-05-07,99.0,79.0,5.0
Ariana,2020-05-08,99.0,79.0,5.0
Ariana,2020-05-09,99.0,79.0,5.0
Ariana,2020-05-10,99.0,81.0,5.0
Ariana,2020-05-11,99.0,82.0,5.0
Ariana,2020-05-12,99.0,82.0,5.0
Ariana,2020-05-13,99.0,82.0,5.0
Ariana,2020-05-14,99.0,84.0,5.0
Beja,2020-03-02,0.0,0.0,0.0
Beja,2020-03-03,0.0,0.0,0.0
Beja,2020-03-04,0.0,0.0,0.0
Beja,2020-03-05,0.0,0.0,0.0
Beja,2020-03-06,0.0,0.0,0.0
Beja,2020-03-07,0.0,0.0,0.0
Beja,2020-03-08,0.0,0.0,0.0
Beja,2020-03-09,0.0,0.0,0.0
Beja,2020-03-10,0.0,0.0,0.0
Beja,2020-03-11,0.0,0.0,0.0
Beja,2020-03-12,0.0,0.0,0.0
Beja,2020-03-13,0.0,0.0,0.0
Beja,2020-03-14,0.0,0.0,0.0
Beja,2020-03-15,0.0,0.0,0.0
Beja,2020-03-16,0.0,0.0,0.0
Beja,2020-03-17,0.0,0.0,0.0
Beja,2020-03-18,0.0,0.0,0.0
Beja,2020-03-19,0.0,0.0,0.0
Beja,2020-03-20,0.0,0.0,0.0
Beja,2020-03-21,0.0,0.0,0.0
Beja,2020-03-22,0.0,0.0,0.0
Beja,2020-03-23,0.0,0.0,0.0
Beja,2020-03-24,0.0,0.0,0.0
Beja,2020-03-25,0.0,0.0,0.0
Beja,2020-03-26,0.0,0.0,0.0
Beja,2020-03-27,0.0,0.0,0.0
Beja,2020-03-28,0.0,0.0,0.0
Beja,2020-03-29,1.0,0.0,0.0
Beja,2020-03-30,1.0,0.0,0.0
Beja,2020-03-31,1.0,0.0,0.0
Beja,2020-04-01,1.0,0.0,0.0
Beja,2020-04-02,1.0,0.0,0.0
Beja,2020-04-03,1.0,0.0,0.0
Beja,2020-04-04,2.0,0.0,0.0
Beja,2020-04-05,2.0,0.0,0.0
Beja,2020-04-06,2.0,20.0,0.0
Beja,2020-04-07,2.0,20.0,0.0
Beja,2020-04-08,2.0,20.0,0.0
Beja,2020-04-09,3.0,20.0,0.0
Beja,2020-04-10,3.0,20.0,0.0
Beja,2020-04-11,3.0,20.0,0.0
Beja,2020-04-12,3.0,20.0,0.0
Beja,2020-04-13,3.0,20.0,0.0
Beja,2020-04-14,3.0,20.0,0.0
Beja,2020-04-15,3.0,20.0,0.0
Beja,2020-04-16,3.0,20.0,0.0
Beja,2020-04-17,3.0,20.0,0.0
Beja,2020-04-18,3.0,20.0,0.0
Beja,2020-04-19,3.0,20.0,0.0
Beja,2020-04-20,3.0,20.0,0.0
Beja,2020-04-21,3.0,20.0,0.0
Beja,2020-04-22,3.0,20.0,0.0
Beja,2020-04-23,3.0,20.0,0.0
Beja,2020-04-24,3.0,20.0,0.0
Beja,2020-04-25,3.0,20.0,0.0
Beja,2020-04-26,3.0,20.0,0.0
Beja,2020-04-27,3.0,20.0,0.0
Beja,2020-04-28,3.0,20.0,0.0
Beja,2020-04-29,3.0,20.0,0.0
Beja,2020-04-30,3.0,20.0,0.0
Beja,2020-05-01,3.0,20.0,0.0
Beja,2020-05-02,3.0,20.0,0.0
Beja,2020-05-03,3.0,2.0,0.0
Beja,2020-05-04,3.0,2.0,0.0
Beja,2020-05-05,3.0,3.0,0.0
Beja,2020-05-06,3.0,3.0,0.0
Beja,2020-05-07,3.0,3.0,0.0
Beja,2020-05-08,4.0,3.0,0.0
Beja,2020-05-09,4.0,3.0,0.0
Beja,2020-05-10,4.0,3.0,0.0
Beja,2020-05-11,4.0,4.0,0.0
Beja,2020-05-12,4.0,3.0,0.0
Beja,2020-05-13,4.0,3.0,0.0
Beja,2020-05-14,4.0,3.0,0.0
Ben Arous,2020-03-02,0.0,0.0,0.0
Ben Arous,2020-03-03,0.0,0.0,0.0
Ben Arous,2020-03-04,0.0,0.0,0.0
Ben Arous,2020-03-05,0.0,0.0,0.0
Ben Arous,2020-03-06,0.0,0.0,0.0
Ben Arous,2020-03-07,0.0,0.0,0.0
Ben Arous,2020-03-08,0.0,0.0,0.0
Ben Arous,2020-03-09,0.0,0.0,0.0
Ben Arous,2020-03-10,0.0,0.0,0.0
Ben Arous,2020-03-11,0.0,0.0,0.0
Ben Arous,2020-03-12,0.0,0.0,0.0
Ben Arous,2020-03-13,0.0,0.0,0.0
Ben Arous,2020-03-14,0.0,0.0,0.0
Ben Arous,2020-03-15,0.0,0.0,0.0
Ben Arous,2020-03-16,0.0,0.0,0.0
Ben Arous,2020-03-17,0.0,0.0,0.0
Ben Arous,2020-03-18,1.0,0.0,0.0
Ben Arous,2020-03-19,2.0,0.0,0.0
Ben Arous,2020-03-20,4.0,0.0,0.0
Ben Arous,2020-03-21,5.0,0.0,0.0
Ben Arous,2020-03-22,8.0,0.0,0.0
Ben Arous,2020-03-23,12.0,0.0,0.0
Ben Arous,2020-03-24,17.0,0.0,0.0
Ben Arous,2020-03-25,17.0,0.0,0.0
Ben Arous,2020-03-26,23.0,0.0,0.0
Ben Arous,2020-03-27,26.0,0.0,0.0
Ben Arous,2020-03-28,29.0,0.0,0.0
Ben Arous,2020-03-29,34.0,0.0,0.0
Ben Arous,2020-03-30,41.0,0.0,0.0
Ben Arous,2020-03-31,43.0,0.0,0.0
Ben Arous,2020-04-01,45.0,0.0,0.0
Ben Arous,2020-04-02,49.0,0.0,0.0
Ben Arous,2020-04-03,54.0,0.0,0.0
Ben Arous,2020-04-04,56.0,0.0,1.0
Ben Arous,2020-04-05,57.0,0.0,1.0
Ben Arous,2020-04-06,61.0,0.0,1.0
Ben Arous,2020-04-07,62.0,0.0,1.0
Ben Arous,2020-04-08,63.0,0.0,1.0
Ben Arous,2020-04-09,65.0,0.0,1.0
Ben Arous,2020-04-10,66.0,0.0,1.0
Ben Arous,2020-04-11,71.0,0.0,2.0
Ben Arous,2020-04-12,74.0,0.0,2.0
Ben Arous,2020-04-13,79.0,0.0,2.0
Ben Arous,2020-04-14,81.0,0.0,2.0
Ben Arous,2020-04-15,81.0,0.0,3.0
Ben Arous,2020-04-16,87.0,0.0,3.0
Ben Arous,2020-04-17,87.0,0.0,3.0
Ben Arous,2020-04-18,87.0,0.0,3.0
Ben Arous,2020-04-19,87.0,0.0,3.0
Ben Arous,2020-04-20,91.0,0.0,3.0
Ben Arous,2020-04-21,91.0,0.0,3.0
Ben Arous,2020-04-22,91.0,0.0,3.0
Ben Arous,2020-04-23,91.0,0.0,3.0
Ben Arous,2020-04-24,92.0,0.0,3.0
Ben Arous,2020-04-25,92.0,0.0,3.0
Ben Arous,2020-04-26,93.0,0.0,4.0
Ben Arous,2020-04-27,93.0,0.0,4.0
Ben Arous,2020-04-28,94.0,0.0,4.0
Ben Arous,2020-04-29,94.0,0.0,4.0
Ben Arous,2020-04-30,94.0,0.0,4.0
Ben Arous,2020-05-01,96.0,0.0,4.0
Ben Arous,2020-05-02,96.0,0.0,4.0
Ben Arous,2020-05-03,97.0,35.0,4.0
Ben Arous,2020-05-04,97.0,35.0,4.0
Ben Arous,2020-05-05,97.0,62.0,4.0
Ben Arous,2020-05-06,97.0,62.0,4.0
Ben Arous,2020-05-07,97.0,71.0,4.0
Ben Arous,2020-05-08,97.0,73.0,4.0
Ben Arous,2020-05-09,97.0,74.0,4.0
Ben Arous,2020-05-10,97.0,78.0,4.0
Ben Arous,2020-05-11,97.0,78.0,4.0
Ben Arous,2020-05-12,97.0,80.0,4.0
Ben Arous,2020-05-13,97.0,81.0,4.0
Ben Arous,2020-05-14,97.0,83.0,4.0
Bizerte,2020-03-02,0.0,0.0,0.0
Bizerte,2020-03-03,0.0,0.0,0.0
Bizerte,2020-03-04,0.0,0.0,0.0
Bizerte,2020-03-05,0.0,0.0,0.0
Bizerte,2020-03-06,0.0,0.0,0.0
Bizerte,2020-03-07,0.0,0.0,0.0
Bizerte,2020-03-08,0.0,0.0,0.0
Bizerte,2020-03-09,1.0,0.0,0.0
Bizerte,2020-03-10,1.0,0.0,0.0
Bizerte,2020-03-11,1.0,0.0,0.0
Bizerte,2020-03-12,1.0,0.0,0.0
Bizerte,2020-03-13,2.0,0.0,0.0
Bizerte,2020-03-14,2.0,0.0,0.0
Bizerte,2020-03-15,2.0,0.0,0.0
Bizerte,2020-03-16,2.0,0.0,0.0
Bizerte,2020-03-17,2.0,0.0,0.0
Bizerte,2020-03-18,2.0,0.0,0.0
Bizerte,2020-03-19,2.0,0.0,0.0
Bizerte,2020-03-20,2.0,0.0,0.0
Bizerte,2020-03-21,2.0,0.0,0.0
Bizerte,2020-03-22,2.0,0.0,0.0
Bizerte,2020-03-23,3.0,0.0,0.0
Bizerte,2020-03-24,4.0,0.0,0.0
Bizerte,2020-03-25,4.0,0.0,0.0
Bizerte,2020-03-26,11.0,0.0,0.0
Bizerte,2020-03-27,11.0,0.0,0.0
Bizerte,2020-03-28,12.0,0.0,1.0
Bizerte,2020-03-29,12.0,0.0,1.0
Bizerte,2020-03-30,13.0,0.0,1.0
Bizerte,2020-03-31,15.0,0.0,1.0
Bizerte,2020-04-01,15.0,0.0,1.0
Bizerte,2020-04-02,15.0,0.0,1.0
Bizerte,2020-04-03,15.0,0.0,1.0
Bizerte,2020-04-04,16.0,0.0,1.0
Bizerte,2020-04-05,16.0,0.0,1.0
Bizerte,2020-04-06,16.0,0.0,2.0
Bizerte,2020-04-07,16.0,0.0,2.0
Bizerte,2020-04-08,16.0,0.0,2.0
Bizerte,2020-04-09,17.0,0.0,2.0
Bizerte,2020-04-10,17.0,0.0,1.0
Bizerte,2020-04-11,17.0,0.0,1.0
Bizerte,2020-04-12,17.0,0.0,1.0
Bizerte,2020-04-13,17.0,0.0,1.0
Bizerte,2020-04-14,18.0,0.0,1.0
Bizerte,2020-04-15,18.0,0.0,1.0
Bizerte,2020-04-16,18.0,0.0,1.0
Bizerte,2020-04-17,18.0,0.0,1.0
Bizerte,2020-04-18,18.0,0.0,1.0
Bizerte,2020-04-19,18.0,0.0,1.0
Bizerte,2020-04-20,19.0,0.0,1.0
Bizerte,2020-04-21,19.0,0.0,1.0
Bizerte,2020-04-22,19.0,0.0,1.0
Bizerte,2020-04-23,19.0,0.0,1.0
Bizerte,2020-04-24,19.0,0.0,1.0
Bizerte,2020-04-25,21.0,0.0,1.0
Bizerte,2020-04-26,22.0,0.0,1.0
Bizerte,2020-04-27,25.0,0.0,1.0
Bizerte,2020-04-28,25.0,0.0,1.0
Bizerte,2020-04-29,25.0,0.0,1.0
Bizerte,2020-04-30,25.0,0.0,1.0
Bizerte,2020-05-01,25.0,0.0,1.0
Bizerte,2020-05-02,25.0,0.0,1.0
Bizerte,2020-05-03,25.0,11.0,1.0
Bizerte,2020-05-04,25.0,12.0,1.0
Bizerte,2020-05-05,25.0,13.0,1.0
Bizerte,2020-05-06,25.0,14.0,1.0
Bizerte,2020-05-07,25.0,14.0,1.0
Bizerte,2020-05-08,25.0,14.0,1.0
Bizerte,2020-05-09,25.0,14.0,1.0
Bizerte,2020-05-10,25.0,16.0,1.0
Bizerte,2020-05-11,25.0,18.0,1.0
Bizerte,2020-05-12,25.0,18.0,1.0
Bizerte,2020-05-13,25.0,19.0,1.0
Bizerte,2020-05-14,25.0,19.0,1.0
Gabes,2020-03-02,0.0,0.0,0.0
Gabes,2020-03-03,0.0,0.0,0.0
Gabes,2020-03-04,0.0,0.0,0.0
Gabes,2020-03-05,0.0,0.0,0.0
Gabes,2020-03-06,0.0,0.0,0.0
Gabes,2020-03-07,0.0,0.0,0.0
Gabes,2020-03-08,0.0,0.0,0.0
Gabes,2020-03-09,0.0,0.0,0.0
Gabes,2020-03-10,0.0,0.0,0.0
Gabes,2020-03-11,0.0,0.0,0.0
Gabes,2020-03-12,0.0,0.0,0.0
Gabes,2020-03-13,0.0,0.0,0.0
Gabes,2020-03-14,0.0,0.0,0.0
Gabes,2020-03-15,0.0,0.0,0.0
Gabes,2020-03-16,0.0,0.0,0.0
Gabes,2020-03-17,0.0,0.0,0.0
Gabes,2020-03-18,0.0,0.0,0.0
Gabes,2020-03-19,0.0,0.0,0.0
Gabes,2020-03-20,0.0,0.0,0.0
Gabes,2020-03-21,1.0,0.0,0.0
Gabes,2020-03-22,1.0,0.0,0.0
Gabes,2020-03-23,1.0,0.0,0.0
Gabes,2020-03-24,4.0,0.0,0.0
Gabes,2020-03-25,4.0,0.0,0.0
Gabes,2020-03-26,4.0,0.0,0.0
Gabes,2020-03-27,4.0,0.0,0.0
Gabes,2020-03-28,4.0,0.0,0.0
Gabes,2020-03-29,5.0,0.0,0.0
Gabes,2020-03-30,5.0,0.0,0.0
Gabes,2020-03-31,5.0,0.0,0.0
Gabes,2020-04-01,5.0,0.0,0.0
Gabes,2020-04-02,7.0,0.0,0.0
Gabes,2020-04-03,7.0,0.0,0.0
Gabes,2020-04-04,7.0,0.0,0.0
Gabes,2020-04-05,9.0,0.0,0.0
Gabes,2020-04-06,9.0,0.0,0.0
Gabes,2020-04-07,9.0,0.0,0.0
Gabes,2020-04-08,12.0,0.0,0.0
Gabes,2020-04-09,12.0,0.0,0.0
Gabes,2020-04-10,12.0,0.0,0.0
Gabes,2020-04-11,13.0,0.0,0.0
Gabes,2020-04-12,15.0,0.0,0.0
Gabes,2020-04-13,15.0,0.0,0.0
Gabes,2020-04-14,15.0,0.0,0.0
Gabes,2020-04-15,15.0,0.0,0.0
Gabes,2020-04-16,20.0,0.0,0.0
Gabes,2020-04-17,20.0,0.0,0.0
Gabes,2020-04-18,21.0,0.0,0.0
Gabes,2020-04-19,21.0,0.0,0.0
Gabes,2020-04-20,22.0,0.0,0.0
Gabes,2020-04-21,22.0,0.0,0.0
Gabes,2020-04-22,22.0,0.0,0.0
Gabes,2020-04-23,22.0,0.0,0.0
Gabes,2020-04-24,22.0,0.0,0.0
Gabes,2020-04-25,22.0,0.0,0.0
Gabes,2020-04-26,22.0,0.0,0.0
Gabes,2020-04-27,23.0,0.0,0.0
Gabes,2020-04-28,23.0,0.0,0.0
Gabes,2020-04-29,23.0,0.0,0.0
Gabes,2020-04-30,23.0,0.0,0.0
Gabes,2020-05-01,23.0,0.0,0.0
Gabes,2020-05-02,23.0,0.0,0.0
Gabes,2020-05-03,23.0,9.0,0.0
Gabes,2020-05-04,23.0,12.0,0.0
Gabes,2020-05-05,23.0,12.0,0.0
Gabes,2020-05-06,23.0,14.0,0.0
Gabes,2020-05-07,23.0,14.0,0.0
Gabes,2020-05-08,23.0,15.0,0.0
Gabes,2020-05-09,23.0,15.0,0.0
Gabes,2020-05-10,23.0,15.0,0.0
Gabes,2020-05-11,23.0,15.0,0.0
Gabes,2020-05-12,23.0,16.0,0.0
Gabes,2020-05-13,23.0,16.0,0.0
Gabes,2020-05-14,23.0,16.0,0.0
Gafsa,2020-03-02,1.0,1.0,0.0
Gafsa,2020-03-03,1.0,1.0,0.0
Gafsa,2020-03-04,1.0,1.0,0.0
Gafsa,2020-03-05,1.0,1.0,0.0
Gafsa,2020-03-06,1.0,1.0,0.0
Gafsa,2020-03-07,1.0,1.0,0.0
Gafsa,2020-03-08,1.0,1.0,0.0
Gafsa,2020-03-09,1.0,1.0,0.0
Gafsa,2020-03-10,1.0,1.0,0.0
Gafsa,2020-03-11,1.0,1.0,0.0
Gafsa,2020-03-12,1.0,1.0,0.0
Gafsa,2020-03-13,1.0,1.0,0.0
Gafsa,2020-03-14,1.0,1.0,0.0
Gafsa,2020-03-15,1.0,1.0,0.0
Gafsa,2020-03-16,1.0,1.0,0.0
Gafsa,2020-03-17,1.0,1.0,0.0
Gafsa,2020-03-18,1.0,1.0,0.0
Gafsa,2020-03-19,1.0,1.0,0.0
Gafsa,2020-03-20,1.0,1.0,0.0
Gafsa,2020-03-21,1.0,1.0,0.0
Gafsa,2020-03-22,1.0,1.0,0.0
Gafsa,2020-03-23,1.0,1.0,0.0
Gafsa,2020-03-24,1.0,1.0,0.0
Gafsa,2020-03-25,1.0,1.0,0.0
Gafsa,2020-03-26,1.0,1.0,0.0
Gafsa,2020-03-27,1.0,1.0,0.0
Gafsa,2020-03-28,1.0,1.0,0.0
Gafsa,2020-03-29,1.0,1.0,0.0
Gafsa,2020-03-30,1.0,1.0,0.0
Gafsa,2020-03-31,5.0,1.0,0.0
Gafsa,2020-04-01,5.0,1.0,0.0
Gafsa,2020-04-02,5.0,1.0,0.0
Gafsa,2020-04-03,10.0,1.0,0.0
Gafsa,2020-04-04,10.0,1.0,0.0
Gafsa,2020-04-05,10.0,1.0,0.0
Gafsa,2020-04-06,11.0,1.0,0.0
Gafsa,2020-04-07,11.0,1.0,0.0
Gafsa,2020-04-08,13.0,1.0,0.0
Gafsa,2020-04-09,13.0,1.0,0.0
Gafsa,2020-04-10,16.0,1.0,0.0
Gafsa,2020-04-11,18.0,1.0,0.0
Gafsa,2020-04-12,18.0,1.0,0.0
Gafsa,2020-04-13,23.0,1.0,0.0
Gafsa,2020-04-14,23.0,1.0,0.0
Gafsa,2020-04-15,32.0,1.0,0.0
Gafsa,2020-04-16,32.0,1.0,0.0
Gafsa,2020-04-17,32.0,1.0,0.0
Gafsa,2020-04-18,32.0,1.0,0.0
Gafsa,2020-04-19,32.0,1.0,0.0
Gafsa,2020-04-20,33.0,1.0,0.0
Gafsa,2020-04-21,33.0,1.0,0.0
Gafsa,2020-04-22,38.0,1.0,0.0
Gafsa,2020-04-23,38.0,1.0,0.0
Gafsa,2020-04-24,38.0,1.0,0.0
Gafsa,2020-04-25,38.0,1.0,0.0
Gafsa,2020-04-26,43.0,1.0,0.0
Gafsa,2020-04-27,43.0,1.0,0.0
Gafsa,2020-04-28,44.0,1.0,0.0
Gafsa,2020-04-29,44.0,1.0,0.0
Gafsa,2020-04-30,44.0,1.0,0.0
Gafsa,2020-05-01,44.0,1.0,0.0
Gafsa,2020-05-02,44.0,1.0,0.0
Gafsa,2020-05-03,44.0,7.0,0.0
Gafsa,2020-05-04,45.0,8.0,0.0
Gafsa,2020-05-05,42.0,19.0,0.0
Gafsa,2020-05-06,42.0,18.0,0.0
Gafsa,2020-05-07,44.0,18.0,0.0
Gafsa,2020-05-08,45.0,18.0,0.0
Gafsa,2020-05-09,45.0,21.0,0.0
Gafsa,2020-05-10,45.0,22.0,0.0
Gafsa,2020-05-11,45.0,22.0,0.0
Gafsa,2020-05-12,45.0,23.0,0.0
Gafsa,2020-05-13,45.0,23.0,0.0
Gafsa,2020-05-14,47.0,29.0,0.0
Jendouba,2020-03-02,0.0,0.0,0.0
Jendouba,2020-03-03,0.0,0.0,0.0
Jendouba,2020-03-04,0.0,0.0,0.0
Jendouba,2020-03-05,0.0,0.0,0.0
Jendouba,2020-03-06,0.0,0.0,0.0
Jendouba,2020-03-07,0.0,0.0,0.0
Jendouba,2020-03-08,0.0,0.0,0.0
Jendouba,2020-03-09,0.0,0.0,0.0
